金额,商品,支付时间,地点,商品大类,商品二级类
2.0,鸭翅,2017/1/9 12:11,E,非饮料,肉干/豆制品/蛋
2.0,香脆肠,2017/1/9 12:15,E,非饮料,肉干/豆制品/蛋
6.5,250ml红牛,2017/1/9 12:30,E,饮料,功能饮料
3.0,统一绿茶,2017/1/9 13:22,E,饮料,茶饮料
6.5,148g富甲一方紫薯仔,2017/1/9 13:29,E,非饮料,蜜饯/果干
4.5,250ml燕塘甜牛奶,2017/1/9 13:34,E,饮料,乳制品
4.0,营养快线,2017/1/9 13:36,E,饮料,乳制品
2.0,怡宝纯净水,2017/1/9 14:14,E,饮料,水
3.5,王老吉（罐）,2017/1/9 14:55,E,饮料,茶饮料
4.5,180ml雀巢咖啡罐装,2017/1/9 15:14,E,饮料,咖啡
2.0,145ml旺仔牛奶盒装,2017/1/9 15:16,E,饮料,乳制品
1.6,20g咪咪虾条马来西亚风味,2017/1/9 16:13,E,非饮料,膨化食品
3.0,250ml维他奶巧克力味,2017/1/9 16:27,E,饮料,植物蛋白
3.0,250ml维他原味豆奶,2017/1/9 16:37,E,饮料,植物蛋白
3.0,可口可乐330ml,2017/1/9 16:52,E,饮料,碳酸饮料
8.0,160g盼盼手撕面包,2017/1/9 17:15,E,非饮料,饼干糕点
4.0,阿萨姆奶茶,2017/1/9 17:16,E,饮料,茶饮料
3.0,250ml维他柠檬茶,2017/1/9 17:25,E,饮料,茶饮料
4.0,营养快线,2017/1/9 17:41,E,饮料,乳制品
1.6,20g咪咪虾条马来西亚风味,2017/1/9 18:15,E,非饮料,膨化食品
3.5,250ml维他奶巧克力味,2017/1/9 18:25,E,饮料,植物蛋白
6.5,250ml红牛,2017/1/9 18:28,E,饮料,功能饮料
2.0,怡宝纯净水,2017/1/9 18:39,E,饮料,水
2.0,145ml旺仔牛奶盒装,2017/1/9 18:59,E,饮料,乳制品
4.5,250ml燕塘甜牛奶,2017/1/9 19:03,E,饮料,乳制品
3.0,雪碧（500ml）,2017/1/9 20:51,E,饮料,碳酸饮料
10.0,口味王槟榔（绿）,2017/1/9 20:57,E,非饮料,蜜饯/果干
3.5,东鹏特饮,2017/1/9 21:01,E,饮料,功能饮料
2.0,凤爪,2017/1/9 21:02,E,非饮料,肉干/豆制品/蛋
4.0,营养快线,2017/1/9 21:04,E,饮料,乳制品
1.0,咪咪,2017/1/9 21:08,E,非饮料,膨化食品
3.0,统一冰红茶,2017/1/9 21:10,E,饮料,茶饮料
3.5,可乐可乐,2017/1/9 21:12,E,饮料,碳酸饮料
3.0,熊字饼,2017/1/9 21:12,E,非饮料,饼干糕点
3.0,250ml维他奶低糖原味,2017/1/9 21:17,E,饮料,植物蛋白
2.0,怡宝纯净水,2017/1/9 21:18,E,饮料,水
12.5,100g*5瓶益力多,2017/1/9 21:22,E,饮料,乳制品
4.0,阿萨姆奶茶,2017/1/9 21:22,E,饮料,茶饮料
4.5,250ml燕塘原味酸奶,2017/1/9 21:54,E,饮料,乳制品
4.5,250ml燕塘甜牛奶,2017/1/9 21:56,E,饮料,乳制品
3.0,统一冰红茶,2017/1/9 21:59,E,饮料,茶饮料
0.8,20g咪咪虾条马来西亚风味,2017/1/9 22:07,E,非饮料,膨化食品
6.0,160g盼盼手撕面包,2017/1/9 22:11,E,非饮料,饼干糕点
1.6,2g韩国海牌海苔,2017/1/9 22:16,E,非饮料,海味零食
6.0,268ml雀巢咖啡丝滑拿铁,2017/1/9 22:20,E,饮料,咖啡
7.5,225g味之不规则饼干芝士味,2017/1/9 22:34,E,非饮料,饼干糕点
3.0,统一冰红茶,2017/1/9 22:42,E,饮料,茶饮料
3.5,250ml燕塘甜牛奶,2017/1/9 23:12,E,饮料,乳制品
2.0,怡宝纯净水,2017/1/9 23:12,E,饮料,水
4.0,阿萨姆奶茶,2017/1/9 23:53,E,饮料,茶饮料
3.5,85g新麦潮手撕面包（提子味）,2017/1/9 23:55,E,非饮料,饼干糕点
4.5,脉动,2017/1/9 23:55,E,饮料,功能饮料
2.0,怡宝纯净水,2017/1/9 23:56,E,饮料,水
3.5,250ml燕塘甜牛奶,2017/1/9 23:58,E,饮料,乳制品
6.5,148g富甲一方紫薯仔,2017/1/10 00:06,E,非饮料,蜜饯/果干
3.5,东鹏特饮,2017/1/10 00:16,E,饮料,功能饮料
2.5,145ml旺仔牛奶盒装,2017/1/10 00:17,E,饮料,乳制品
6.5,250ml红牛,2017/1/10 00:21,E,饮料,功能饮料
6.0,268ml雀巢咖啡丝滑拿铁,2017/1/10 00:26,E,饮料,咖啡
4.0,银鹭八宝粥,2017/1/10 00:37,E,饮料,方便速食
3.5,冰糖雪梨,2017/1/10 01:05,E,饮料,果蔬饮料
4.5,250ml燕塘红枣牛奶,2017/1/10 05:53,E,饮料,乳制品
10.0,225g味之不规则饼干芝士味,2017/1/10 05:58,E,非饮料,饼干糕点
6.5,250ml红牛,2017/1/10 07:26,E,饮料,功能饮料
0.8,20g马来西亚风味咪咪蟹味粒0219,2017/1/10 07:54,E,非饮料,膨化食品
2.4,20g咪咪虾条马来西亚风味,2017/1/10 07:59,E,非饮料,膨化食品
4.5,250ml燕塘原味酸奶,2017/1/10 08:00,E,饮料,乳制品
3.0,250ml维他柠檬茶,2017/1/10 08:05,E,饮料,茶饮料
3.5,250ml燕塘甜牛奶,2017/1/10 08:49,E,饮料,乳制品
4.5,250ml燕塘原味酸奶,2017/1/10 09:32,E,饮料,乳制品
5.0,145ml旺仔牛奶盒装,2017/1/10 09:48,E,饮料,乳制品
3.0,250ml维他原味豆奶,2017/1/10 11:08,E,饮料,植物蛋白
5.8,205ml安慕希蓝莓味,2017/1/10 11:43,E,饮料,乳制品
2.4,20g咪咪虾条马来西亚风味,2017/1/10 11:49,E,非饮料,膨化食品
3.0,250ml维他奶低糖原味,2017/1/10 12:03,E,饮料,植物蛋白
12.5,100g*5瓶益力多,2017/1/10 12:14,E,饮料,乳制品
2.5,145ml旺仔牛奶盒装,2017/1/10 12:15,E,饮料,乳制品
4.5,250ml燕塘红枣牛奶,2017/1/10 12:18,E,饮料,乳制品
4.5,250ml燕塘红枣牛奶,2017/1/10 12:22,E,饮料,乳制品
2.0,145ml旺仔牛奶盒装,2017/1/10 12:23,E,饮料,乳制品
3.0,250ml维他原味豆奶,2017/1/10 12:48,E,饮料,植物蛋白
3.0,250ml维他奶低糖原味,2017/1/10 13:07,E,饮料,植物蛋白
6.0,145ml旺仔牛奶盒装,2017/1/10 14:40,E,饮料,乳制品
1.0,小鱼仔,2017/1/10 14:50,E,非饮料,海味零食
3.0,250ml维他奶巧克力味,2017/1/10 14:54,E,饮料,植物蛋白
3.5,东鹏特饮,2017/1/10 15:09,E,饮料,功能饮料
5.0,268ml雀巢咖啡丝滑拿铁,2017/1/10 15:16,E,饮料,咖啡
3.0,果粒橙,2017/1/10 15:24,E,饮料,果蔬饮料
3.0,145ml旺仔牛奶罐装,2017/1/10 18:04,E,饮料,乳制品
6.0,145g果王迷你山楂包装,2017/1/10 18:53,E,非饮料,蜜饯/果干
4.5,脉动,2017/1/10 19:10,E,饮料,功能饮料
3.0,13g无穷烤鸡小腿蜂蜜味,2017/1/10 19:19,E,非饮料,肉干/豆制品/蛋
2.5,13g无穷烤鸡小腿蜂蜜味,2017/1/10 19:25,E,非饮料,肉干/豆制品/蛋
4.0,珠江纯生啤酒,2017/1/10 19:56,E,饮料,功能饮料
3.0,13g无穷烤鸡小腿蜂蜜味,2017/1/10 20:26,E,非饮料,肉干/豆制品/蛋
3.5,统一绿茶,2017/1/10 20:29,E,饮料,茶饮料
3.0,伊利纯牛奶,2017/1/10 20:33,E,饮料,乳制品
3.0,13g无穷烤鸡小腿蜂蜜味,2017/1/10 21:52,E,非饮料,肉干/豆制品/蛋
4.0,银鹭八宝粥,2017/1/10 22:12,E,饮料,方便速食
4.0,银鹭八宝粥,2017/1/10 22:23,E,饮料,方便速食
3.0,13g无穷烤鸡小腿蜂蜜味,2017/1/10 22:43,E,非饮料,肉干/豆制品/蛋
3.0,13g无穷烤鸡小腿蜂蜜味,2017/1/10 23:26,E,非饮料,肉干/豆制品/蛋
2.5,13g无穷烤鸡小腿蜂蜜味,2017/1/11 00:22,E,非饮料,肉干/豆制品/蛋
2.5,13g无穷烤鸡小腿蜂蜜味,2017/1/11 01:28,E,非饮料,肉干/豆制品/蛋
2.5,13g无穷烤鸡小腿蜂蜜味,2017/1/11 02:45,E,非饮料,肉干/豆制品/蛋
3.0,600ml可口可乐,2017/1/11 12:48,E,饮料,碳酸饮料
3.0,卫龙大面筋,2017/1/11 22:17,E,非饮料,肉干/豆制品/蛋
3.5,统一绿茶,2017/1/12 14:52,E,饮料,茶饮料
4.0,阿萨姆奶茶,2017/1/12 22:17,E,饮料,茶饮料
6.0,370g泰奇八宝粥,2017/1/14 17:35,E,非饮料,方便速食
2.0,怡宝,2017/1/14 22:18,E,饮料,水
5.4,32g卫龙亲嘴烧,2017/1/15 14:21,E,非饮料,肉干/豆制品/蛋
5.4,32g卫龙亲嘴烧,2017/1/15 15:20,E,非饮料,肉干/豆制品/蛋
3.0,250ml维他柠檬茶,2017/1/16 12:17,E,饮料,茶饮料
3.5,250ml燕塘甜牛奶,2017/1/16 17:45,E,饮料,乳制品
6.0,86g合味道海鲜风味,2017/1/16 17:47,E,非饮料,方便速食
3.5,王老吉（罐）,2017/1/16 17:47,E,饮料,茶饮料
3.5,统一绿茶,2017/1/16 17:48,E,饮料,茶饮料
3.5,王老吉（罐）,2017/1/16 18:01,E,饮料,茶饮料
3.0,70g乖媳妇野山泡椒凤爪,2017/1/16 18:02,E,非饮料,肉干/豆制品/蛋
3.5,芬达330ml,2017/1/16 22:36,E,饮料,碳酸饮料
1.2,10g卫龙亲嘴烧香辣味,2017/1/17 00:51,E,非饮料,肉干/豆制品/蛋
1.0,10g卫龙亲嘴烧香辣味,2017/1/17 10:21,E,非饮料,肉干/豆制品/蛋
2.4,咪咪虾条马来西亚风味,2017/1/20 12:29,E,非饮料,膨化食品
4.0,熊字饼,2017/1/21 15:01,E,非饮料,饼干糕点
2.0,鸭翅,2017/1/21 15:50,E,非饮料,肉干/豆制品/蛋
4.0,王老吉（罐）,2017/1/21 18:25,E,饮料,茶饮料
3.0,无穷烤鸡小腿（蜂蜜）,2017/1/21 18:26,E,非饮料,肉干/豆制品/蛋
2.0,怡宝纯净水,2017/1/22 18:15,E,饮料,水
1.5,小鱼仔,2017/1/22 19:57,E,非饮料,海味零食
5.0,无穷农场盐_鸡蛋,2017/1/25 14:03,E,非饮料,肉干/豆制品/蛋
5.0,268ml雀巢咖啡丝滑拿铁,2017/1/26 08:52,E,饮料,咖啡
5.0,顺宝九制梅,2017/1/26 13:27,E,非饮料,蜜饯/果干
5.0,268ml雀巢咖啡丝滑拿铁,2017/1/26 14:03,E,饮料,咖啡
1.0,香豆干,2017/1/26 16:35,E,非饮料,肉干/豆制品/蛋
5.0,600ml脉动青柠,2017/1/28 09:11,E,饮料,功能饮料
5.0,268ml雀巢咖啡丝滑拿铁,2017/1/28 10:55,E,饮料,咖啡
5.0,600ml脉动青柠,2017/1/28 12:02,E,饮料,功能饮料
1.8,32g卫龙亲嘴烧,2017/1/28 18:18,E,非饮料,肉干/豆制品/蛋
5.0,脉动（青柠）,2017/1/28 18:43,E,饮料,功能饮料
3.0,伊利优酸乳,2017/1/28 23:51,E,饮料,乳制品
3.5,丽芝士纳宝帝奶酪威化饼干,2017/1/29 00:10,E,非饮料,饼干糕点
3.5,34g公仔迷你杯风味排骨味,2017/1/29 06:59,E,非饮料,方便速食
5.0,13g无穷烤鸡小腿蜂蜜味,2017/1/29 09:50,E,非饮料,肉干/豆制品/蛋
3.0,怡宝纯净水,2017/1/29 11:14,E,饮料,水
3.0,怡宝纯净水,2017/1/29 11:15,E,饮料,水
5.0,268ml雀巢咖啡丝滑拿铁,2017/1/29 14:58,E,饮料,咖啡
2.5,无穷农场盐_鸡蛋,2017/1/29 15:33,E,非饮料,肉干/豆制品/蛋
5.0,145ml旺仔牛奶盒装,2017/1/29 19:45,E,饮料,乳制品
3.5,维他柠檬茶,2017/1/29 22:47,E,饮料,茶饮料
9.0,50g马赛克手撕鱿鱼条,2017/1/29 23:22,E,非饮料,海味零食
5.5,330ml伊利畅意乳酸菌原味,2017/1/29 23:23,E,饮料,乳制品
3.0,印尼芝士威化饼干,2017/1/30 00:17,E,非饮料,饼干糕点
1.0,香豆干,2017/1/30 08:11,E,非饮料,肉干/豆制品/蛋
4.5,250ml燕塘甜牛奶,2017/1/30 12:02,E,饮料,乳制品
3.0,伊利优酸乳,2017/1/30 12:04,E,饮料,乳制品
3.5,东鹏特饮,2017/1/30 12:10,E,饮料,功能饮料
3.5,250ml燕塘甜牛奶,2017/1/30 12:14,E,饮料,乳制品
5.0,500ml统一阿萨姆奶茶,2017/1/30 12:19,E,饮料,茶饮料
4.0,营养快线,2017/1/30 12:22,E,饮料,乳制品
2.5,250ml统一麦香奶茶,2017/1/30 12:23,E,饮料,茶饮料
5.0,85g统一老坛酸菜牛肉面,2017/1/30 12:41,E,非饮料,方便速食
3.0,13g无穷烤鸡小腿蜂蜜味,2017/1/30 13:48,E,非饮料,肉干/豆制品/蛋
3.0,卫龙大面筋,2017/1/30 14:14,E,非饮料,肉干/豆制品/蛋
1.0,小鱼仔,2017/1/30 14:23,E,非饮料,海味零食
5.0,脉动（青柠）,2017/1/30 16:06,E,饮料,功能饮料
3.0,怡宝纯净水,2017/1/30 16:28,E,饮料,水
4.0,500ml统一阿萨姆奶茶,2017/1/30 18:06,E,饮料,茶饮料
5.0,268ml雀巢咖啡丝滑拿铁,2017/1/30 18:23,E,饮料,咖啡
2.5,30g无穷农场盐_鸡蛋,2017/1/30 19:32,E,非饮料,肉干/豆制品/蛋
5.0,268ml雀巢咖啡丝滑拿铁,2017/1/30 20:00,E,饮料,咖啡
5.0,110g顺宝九制话梅,2017/1/30 20:55,E,非饮料,蜜饯/果干
5.0,110g顺宝九制话梅,2017/1/30 21:06,E,非饮料,蜜饯/果干
5.0,13g无穷烤鸡小腿蜂蜜味,2017/1/30 21:41,E,非饮料,肉干/豆制品/蛋
5.0,600ml脉动青柠,2017/1/30 21:42,E,饮料,功能饮料
5.5,268ml雀巢咖啡丝滑拿铁,2017/1/30 23:52,E,饮料,咖啡
4.0,脉动,2017/1/31 14:15,E,饮料,功能饮料
3.5,统一绿茶,2017/1/31 14:19,E,饮料,茶饮料
3.0,芬达330ml,2017/1/31 15:01,E,饮料,碳酸饮料
4.0,阿萨姆奶茶,2017/1/31 15:33,E,饮料,茶饮料
2.0,鸭翅,2017/1/31 15:50,E,非饮料,肉干/豆制品/蛋
3.5,东鹏特饮,2017/1/31 17:40,E,饮料,功能饮料
3.5,雪碧（500ml）,2017/1/31 18:30,E,饮料,碳酸饮料
3.5,统一绿茶,2017/1/31 18:36,E,饮料,茶饮料
3.5,统一绿茶,2017/1/31 19:41,E,饮料,茶饮料
3.5,冰糖雪梨,2017/1/31 20:04,E,饮料,果蔬饮料
3.5,统一冰红茶,2017/1/31 20:32,E,饮料,茶饮料
3.0,统一冰红茶,2017/1/31 20:45,E,饮料,茶饮料
10.0,口味王槟榔（绿）,2017/1/31 21:30,E,非饮料,蜜饯/果干
3.0,统一绿茶,2017/1/31 23:11,E,饮料,茶饮料
3.0,熊字饼,2017/2/1 00:13,E,非饮料,饼干糕点
3.0,怡宝,2017/2/1 12:07,E,饮料,水
3.5,冰糖雪梨,2017/2/1 12:29,E,饮料,果蔬饮料
3.5,熊字饼,2017/2/1 12:32,E,非饮料,饼干糕点
3.5,500ml加多宝,2017/2/1 12:33,E,饮料,茶饮料
3.0,统一冰红茶,2017/2/1 12:33,E,饮料,茶饮料
4.5,脉动,2017/2/1 12:37,E,饮料,功能饮料
3.5,芬达330ml,2017/2/1 13:57,E,饮料,碳酸饮料
3.5,统一绿茶,2017/2/1 14:01,E,饮料,茶饮料
3.5,冰糖雪梨,2017/2/1 14:07,E,饮料,果蔬饮料
1.0,香豆干,2017/2/1 14:32,E,非饮料,肉干/豆制品/蛋
3.5,34g公仔迷你杯风味排骨味,2017/2/1 15:01,E,非饮料,方便速食
3.0,怡宝,2017/2/1 15:01,E,饮料,水
3.5,统一冰红茶,2017/2/1 15:02,E,饮料,茶饮料
2.0,10g卫龙亲嘴烧香辣味,2017/2/1 15:27,E,非饮料,肉干/豆制品/蛋
3.0,统一冰红茶,2017/2/1 15:27,E,饮料,茶饮料
3.5,统一冰红茶,2017/2/1 15:52,E,饮料,茶饮料
3.0,熊字饼,2017/2/1 16:49,E,非饮料,饼干糕点
3.0,维他奶,2017/2/1 17:12,E,饮料,植物蛋白
3.5,果粒橙,2017/2/1 19:11,E,饮料,果蔬饮料
3.0,熊字饼,2017/2/1 19:42,E,非饮料,饼干糕点
3.0,可口可乐最新款,2017/2/1 20:18,E,饮料,碳酸饮料
2.5,怡宝纯净水,2017/2/1 20:55,E,饮料,水
3.5,果粒橙,2017/2/1 21:02,E,饮料,果蔬饮料
3.5,果粒橙,2017/2/1 21:05,E,饮料,果蔬饮料
3.5,统一绿茶,2017/2/1 22:03,E,饮料,茶饮料
3.5,统一冰红茶,2017/2/2 08:02,E,饮料,茶饮料
3.5,果粒橙,2017/2/2 08:04,E,饮料,果蔬饮料
3.0,统一冰红茶,2017/2/2 09:10,E,饮料,茶饮料
3.0,卫龙大面筋,2017/2/2 15:11,E,非饮料,肉干/豆制品/蛋
3.5,统一冰红茶,2017/2/2 15:52,E,饮料,茶饮料
3.5,统一冰红茶,2017/2/2 16:22,E,饮料,茶饮料
3.5,雪碧（500ml）,2017/2/2 16:32,E,饮料,碳酸饮料
3.5,统一冰红茶,2017/2/2 17:18,E,饮料,茶饮料
3.5,统一绿茶,2017/2/2 17:20,E,饮料,茶饮料
3.5,统一绿茶,2017/2/2 19:04,E,饮料,茶饮料
3.5,统一绿茶,2017/2/2 19:07,E,饮料,茶饮料
3.0,卫龙大面筋,2017/2/2 20:14,E,非饮料,肉干/豆制品/蛋
3.5,东鹏特饮,2017/2/2 21:37,E,饮料,功能饮料
3.5,70g乖媳妇野山泡椒凤爪,2017/2/2 21:44,E,非饮料,肉干/豆制品/蛋
4.0,营养快线,2017/2/2 21:44,E,饮料,乳制品
3.5,统一绿茶,2017/2/2 22:40,E,饮料,茶饮料
3.0,芬达330ml,2017/2/2 22:42,E,饮料,碳酸饮料
3.5,统一绿茶,2017/2/3 08:59,E,饮料,茶饮料
3.5,统一绿茶,2017/2/3 09:01,E,饮料,茶饮料
3.0,250ml维他奶巧克力味,2017/2/3 11:41,E,饮料,植物蛋白
1.0,香豆干,2017/2/3 11:41,E,非饮料,肉干/豆制品/蛋
4.0,脉动,2017/2/3 14:15,E,饮料,功能饮料
10.0,口味王槟榔（绿）,2017/2/3 16:04,E,非饮料,蜜饯/果干
3.5,统一绿茶,2017/2/3 16:24,E,饮料,茶饮料
4.0,果粒橙,2017/2/3 16:31,E,饮料,果蔬饮料
3.5,果粒橙,2017/2/3 16:44,E,饮料,果蔬饮料
3.0,熊字饼,2017/2/3 21:08,E,非饮料,饼干糕点
3.5,600ml雪碧,2017/2/3 21:37,E,饮料,碳酸饮料
1.0,香豆干,2017/2/3 21:37,E,非饮料,肉干/豆制品/蛋
3.5,果粒橙,2017/2/4 08:00,E,饮料,果蔬饮料
1.0,香豆干,2017/2/4 08:57,E,非饮料,肉干/豆制品/蛋
4.0,经典奶茶,2017/2/4 08:58,E,饮料,茶饮料
4.0,脉动,2017/2/4 09:00,E,饮料,功能饮料
3.0,果粒橙,2017/2/4 09:04,E,饮料,果蔬饮料
1.5,鸭翅,2017/2/4 09:27,E,非饮料,肉干/豆制品/蛋
3.0,伊利优酸乳,2017/2/4 12:07,E,饮料,乳制品
2.5,怡宝纯净水,2017/2/4 12:12,E,饮料,水
3.5,熊字饼,2017/2/4 14:15,E,非饮料,饼干糕点
3.5,冰糖雪梨,2017/2/4 14:54,E,饮料,果蔬饮料
1.0,香豆干,2017/2/4 15:32,E,非饮料,肉干/豆制品/蛋
1.0,香豆干,2017/2/4 15:52,E,非饮料,肉干/豆制品/蛋
3.5,东鹏特饮,2017/2/4 16:00,E,饮料,功能饮料
5.5,268ml雀巢咖啡丝滑拿铁,2017/2/4 16:11,E,饮料,咖啡
3.5,东鹏特饮,2017/2/4 16:11,E,饮料,功能饮料
3.5,阿萨姆奶茶,2017/2/4 22:17,E,饮料,茶饮料
3.5,阿萨姆奶茶,2017/2/5 09:09,E,饮料,茶饮料
4.0,阿萨姆奶茶,2017/2/5 09:10,E,饮料,茶饮料
3.0,雪碧最新款,2017/2/5 09:14,E,饮料,碳酸饮料
3.5,熊字饼,2017/2/5 13:21,E,非饮料,饼干糕点
