金额,商品,支付时间,地点,商品大类,商品二级类
4.0,果粒橙,2017/1/9 12:02,B,饮料,果蔬饮料
5.0,王老吉（500ml）,2017/1/9 12:03,B,饮料,茶饮料
5.0,阿萨姆奶茶,2017/1/9 12:04,B,饮料,茶饮料
3.0,怡宝纯净水,2017/1/9 12:06,B,饮料,水
4.0,果粒橙,2017/1/9 12:09,B,饮料,果蔬饮料
4.0,统一冰红茶,2017/1/9 12:11,B,饮料,茶饮料
4.0,果粒橙,2017/1/9 12:15,B,饮料,果蔬饮料
4.5,500ml农夫果园 (芒果+菠萝+番石榴),2017/1/9 12:17,B,饮料,果蔬饮料
3.0,怡宝纯净水,2017/1/9 12:17,B,饮料,水
2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/1/9 12:18,B,非饮料,饼干糕点
3.0,怡宝纯净水,2017/1/9 12:18,B,饮料,水
3.5,统一绿茶,2017/1/9 12:20,B,饮料,茶饮料
3.0,怡宝纯净水,2017/1/9 12:21,B,饮料,水
3.0,怡宝纯净水,2017/1/9 12:23,B,饮料,水
0.8,20g咪咪虾条马来西亚风味,2017/1/9 12:29,B,非饮料,膨化食品
4.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/1/9 12:54,B,非饮料,饼干糕点
3.5,果粒橙,2017/1/9 13:08,B,饮料,果蔬饮料
3.0,怡宝纯净水,2017/1/9 13:22,B,饮料,水
3.5,统一冰红茶,2017/1/9 13:36,B,饮料,茶饮料
3.0,雪碧最新款,2017/1/9 13:49,B,饮料,碳酸饮料
3.0,雪碧最新款,2017/1/9 13:59,B,饮料,碳酸饮料
3.0,雪碧最新款,2017/1/9 14:14,B,饮料,碳酸饮料
3.0,雪碧最新款,2017/1/9 14:46,B,饮料,碳酸饮料
3.5,雪碧330ml,2017/1/9 14:47,B,饮料,碳酸饮料
4.5,阿萨姆奶茶,2017/1/9 14:48,B,饮料,茶饮料
5.0,王老吉（500ml）,2017/1/9 14:50,B,饮料,茶饮料
3.0,怡宝纯净水,2017/1/9 14:58,B,饮料,水
2.0,鸭翅,2017/1/9 15:17,B,非饮料,肉干/豆制品/蛋
2.5,250ml统一麦香奶茶,2017/1/9 15:25,B,饮料,茶饮料
4.5,阿萨姆奶茶,2017/1/9 15:30,B,饮料,茶饮料
2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/1/9 15:46,B,非饮料,饼干糕点
2.0,85g新麦潮北海道吐司,2017/1/9 15:54,B,非饮料,饼干糕点
4.5,40g呀土豆薯片滋香烤鸡味,2017/1/9 16:01,B,非饮料,膨化食品
4.5,40g呀土豆番茄酱味,2017/1/9 16:42,B,非饮料,膨化食品
4.0,银鹭八宝粥,2017/1/9 17:16,B,饮料,方便速食
4.0,熊字饼,2017/1/9 17:26,B,非饮料,饼干糕点
4.5,营养快线,2017/1/9 17:41,B,饮料,乳制品
3.0,熊字饼,2017/1/9 17:46,B,非饮料,饼干糕点
5.5,70g乐事薯片（黄瓜味）,2017/1/9 18:32,B,非饮料,膨化食品
3.0,怡宝纯净水,2017/1/9 20:51,B,饮料,水
3.0,雪碧最新款,2017/1/9 20:56,B,饮料,碳酸饮料
3.0,怡宝纯净水,2017/1/9 20:57,B,饮料,水
3.0,怡宝纯净水,2017/1/9 21:00,B,饮料,水
3.0,怡宝纯净水,2017/1/9 21:03,B,饮料,水
4.0,果粒橙,2017/1/9 21:04,B,饮料,果蔬饮料
5.0,王老吉（500ml）,2017/1/9 21:08,B,饮料,茶饮料
4.5,阿萨姆奶茶,2017/1/9 21:10,B,饮料,茶饮料
4.5,阿萨姆奶茶,2017/1/9 21:12,B,饮料,茶饮料
4.5,阿萨姆奶茶,2017/1/9 21:13,B,饮料,茶饮料
3.0,怡宝纯净水,2017/1/9 21:14,B,饮料,水
3.0,怡宝纯净水,2017/1/9 21:16,B,饮料,水
3.0,怡宝纯净水,2017/1/9 21:18,B,饮料,水
3.0,85g新麦潮北海道吐司,2017/1/9 21:20,B,非饮料,饼干糕点
3.0,怡宝纯净水,2017/1/9 21:27,B,饮料,水
3.0,怡宝纯净水,2017/1/9 21:29,B,饮料,水
3.0,怡宝纯净水,2017/1/9 21:31,B,饮料,水
1.5,40g双汇玉米热狗肠,2017/1/9 21:36,B,非饮料,肉干/豆制品/蛋
1.5,香豆干,2017/1/9 21:37,B,非饮料,肉干/豆制品/蛋
4.0,阿萨姆奶茶,2017/1/9 21:59,B,饮料,茶饮料
4.0,美汁源果粒橙,2017/1/9 22:35,B,饮料,果蔬饮料
3.5,伊利优酸乳,2017/1/9 23:33,B,饮料,乳制品
5.0,营养快线,2017/1/9 23:37,B,饮料,乳制品
3.0,可口可乐最新款,2017/1/9 23:45,B,饮料,碳酸饮料
3.0,怡宝纯净水,2017/1/9 23:53,B,饮料,水
4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017/1/9 23:54,B,非饮料,饼干糕点
4.0,果粒橙,2017/1/9 23:55,B,饮料,果蔬饮料
3.0,怡宝纯净水,2017/1/10 00:22,B,饮料,水
3.5,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/1/10 00:33,B,非饮料,饼干糕点
2.0,怡宝纯净水,2017/1/10 00:37,B,饮料,水
2.0,怡宝纯净水,2017/1/10 00:39,B,饮料,水
3.0,250ml维他奶巧克力味,2017/1/10 00:45,B,饮料,植物蛋白
3.0,怡宝纯净水,2017/1/10 00:45,B,饮料,水
3.0,怡宝纯净水,2017/1/10 00:54,B,饮料,水
1.5,40g双汇玉米热狗肠,2017/1/10 04:34,B,非饮料,肉干/豆制品/蛋
3.0,怡宝纯净水,2017/1/10 04:34,B,饮料,水
3.5,东鹏特饮,2017/1/10 05:15,B,饮料,功能饮料
3.0,芬达330ml,2017/1/10 05:32,B,饮料,碳酸饮料
3.5,雪碧330ml,2017/1/10 06:44,B,饮料,碳酸饮料
1.6,2g韩国海牌海苔,2017/1/10 07:14,B,非饮料,海味零食
3.0,芬达330ml,2017/1/10 07:43,B,饮料,碳酸饮料
5.0,阿萨姆奶茶,2017/1/10 08:15,B,饮料,茶饮料
4.5,480ml小茗同学冷泡青柠红茶,2017/1/10 08:35,B,饮料,茶饮料
5.0,阿萨姆奶茶,2017/1/10 09:15,B,饮料,茶饮料
3.5,可乐可乐,2017/1/10 09:15,B,饮料,碳酸饮料
5.0,营养快线,2017/1/10 09:45,B,饮料,乳制品
3.0,怡宝纯净水,2017/1/10 09:49,B,饮料,水
3.0,怡宝纯净水,2017/1/10 10:26,B,饮料,水
3.5,统一绿茶,2017/1/10 10:45,B,饮料,茶饮料
7.0,160g盼盼手撕面包,2017/1/10 11:39,B,非饮料,饼干糕点
3.0,怡宝纯净水,2017/1/10 11:39,B,饮料,水
2.5,30g无穷农场盐_鸡蛋,2017/1/10 11:47,B,非饮料,肉干/豆制品/蛋
4.0,王老吉（罐）,2017/1/10 11:47,B,饮料,茶饮料
3.0,怡宝纯净水,2017/1/10 11:51,B,饮料,水
6.0,86g合味道海鲜风味,2017/1/10 11:52,B,非饮料,方便速食
3.0,怡宝纯净水,2017/1/10 11:52,B,饮料,水
3.5,可口可乐330ml,2017/1/10 12:02,B,饮料,碳酸饮料
3.0,伊利优酸乳,2017/1/10 12:04,B,饮料,乳制品
15.0,口味王槟榔（红）,2017/1/10 12:09,B,非饮料,蜜饯/果干
7.0,80g马赛克香蕉片,2017/1/10 12:11,B,非饮料,蜜饯/果干
1.5,香脆肠,2017/1/10 12:12,B,非饮料,肉干/豆制品/蛋
2.0,凤爪,2017/1/10 12:21,B,非饮料,肉干/豆制品/蛋
2.0,怡宝纯净水,2017/1/10 13:10,B,饮料,水
7.0,80g马赛克香蕉片,2017/1/10 13:35,B,非饮料,蜜饯/果干
3.0,40g双汇玉米热狗肠,2017/1/10 13:49,B,非饮料,肉干/豆制品/蛋
3.6,32g卫龙亲嘴烧,2017/1/10 13:57,B,非饮料,肉干/豆制品/蛋
3.0,雪碧最新款,2017/1/10 14:55,B,饮料,碳酸饮料
3.0,茉莉蜜茶,2017/1/10 15:06,B,饮料,茶饮料
3.0,统一绿茶,2017/1/10 15:34,B,饮料,茶饮料
2.5,250ml维他奶巧克力味,2017/1/10 15:41,B,饮料,植物蛋白
3.5,600ml可口可乐,2017/1/10 16:13,B,饮料,碳酸饮料
6.5,430g泰奇八宝粥,2017/1/10 16:23,B,非饮料,方便速食
10.0,225g味之不规则饼干芝士味,2017/1/10 16:31,B,非饮料,饼干糕点
3.0,可口可乐最新款,2017/1/10 17:31,B,饮料,碳酸饮料
1.0,咪咪,2017/1/10 17:33,B,非饮料,膨化食品
1.5,香脆肠,2017/1/10 17:34,B,非饮料,肉干/豆制品/蛋
1.5,香脆肠,2017/1/10 17:35,B,非饮料,肉干/豆制品/蛋
7.5,雀巢咖啡,2017/1/10 17:51,B,饮料,咖啡
3.0,维他柠檬茶,2017/1/10 19:12,B,饮料,茶饮料
4.0,阿萨姆奶茶,2017/1/10 20:19,B,饮料,茶饮料
2.0,怡宝纯净水,2017/1/10 20:32,B,饮料,水
4.0,营养快线,2017/1/10 21:29,B,饮料,乳制品
5.5,330ml伊利畅意乳酸菌原味,2017/1/10 21:32,B,饮料,乳制品
1.8,600ml雪碧,2017/1/10 21:33,B,饮料,碳酸饮料
4.5,50g上好佳田园薯片番茄味,2017/1/10 21:56,B,非饮料,膨化食品
6.0,红牛,2017/1/10 22:17,B,饮料,功能饮料
4.0,营养快线,2017/1/10 22:18,B,饮料,乳制品
3.0,85g新麦潮手撕面包（提子味）,2017/1/10 22:22,B,非饮料,饼干糕点
4.0,85g新麦潮北海道吐司,2017/1/10 22:24,B,非饮料,饼干糕点
3.0,12g劲仔小鱼麻辣味,2017/1/10 22:33,B,非饮料,肉干/豆制品/蛋
4.0,450ml美汁源果粒橙,2017/1/10 23:12,B,饮料,果蔬饮料
3.0,250ml维他柠檬茶,2017/1/11 00:08,B,饮料,茶饮料
2.5,30g元朗小蛋卷,2017/1/11 00:53,B,非饮料,饼干糕点
2.0,怡宝纯净水,2017/1/11 02:35,B,饮料,水
4.0,营养快线,2017/1/11 02:38,B,饮料,乳制品
3.5,85g新麦潮手撕面包（提子味）,2017/1/11 04:32,B,非饮料,饼干糕点
3.5,东鹏特饮,2017/1/11 04:32,B,饮料,功能饮料
4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017/1/11 04:45,B,非饮料,饼干糕点
3.5,王老吉（罐）,2017/1/11 06:55,B,饮料,茶饮料
3.5,东鹏特饮,2017/1/11 15:30,B,饮料,功能饮料
4.0,脉动,2017/1/11 15:59,B,饮料,功能饮料
4.0,营养快线,2017/1/11 17:35,B,饮料,乳制品
1.6,20g咪咪虾条马来西亚风味,2017/1/16 16:09,B,非饮料,膨化食品
3.5,东鹏特饮,2017/1/16 16:30,B,饮料,功能饮料
4.0,500ml统一阿萨姆奶茶,2017/1/16 17:35,B,饮料,茶饮料
2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/1/16 18:56,B,非饮料,饼干糕点
4.0,85g新麦潮北海道吐司,2017/1/16 20:59,B,非饮料,饼干糕点
1.5,劲仔小鱼（卤香味）,2017/1/16 22:39,B,非饮料,肉干/豆制品/蛋
25.0,芙蓉王,2017/1/17 10:44,B,非饮料,香烟
4.0,脉动,2017/1/19 21:37,B,饮料,功能饮料
1.5,12g劲仔小鱼麻辣味,2017/1/22 12:31,B,非饮料,肉干/豆制品/蛋
1.5,鸭翅,2017/1/22 18:15,B,非饮料,肉干/豆制品/蛋
2.5,伊利优酸乳,2017/1/22 19:57,B,饮料,乳制品
2.0,85g新麦潮手撕面包（提子味）,2017/1/23 00:06,B,非饮料,饼干糕点
4.0,熊字饼,2017/1/23 16:20,B,非饮料,饼干糕点
4.0,脉动,2017/1/23 17:39,B,饮料,功能饮料
3.0,250ml维他奶巧克力味,2017/1/26 21:12,B,饮料,植物蛋白
3.0,250ml维他柠檬茶,2017/1/26 22:22,B,饮料,茶饮料
3.0,250ml维他柠檬茶,2017/1/27 16:14,B,饮料,茶饮料
1.5,香豆干,2017/1/27 16:14,B,非饮料,肉干/豆制品/蛋
2.5,145ml旺仔牛奶盒装,2017/1/27 16:22,B,饮料,乳制品
1.5,45g双汇泡面拍挡,2017/1/27 16:22,B,非饮料,肉干/豆制品/蛋
3.5,东鹏特饮,2017/1/27 16:22,B,饮料,功能饮料
1.0,香豆干,2017/1/27 16:27,B,非饮料,肉干/豆制品/蛋
3.5,东鹏特饮,2017/1/29 11:14,B,饮料,功能饮料
2.0,鸭翅,2017/1/29 13:41,B,非饮料,肉干/豆制品/蛋
4.0,王老吉（500ml）,2017/1/29 15:38,B,饮料,茶饮料
4.5,55g奥利奥原味芝士饼干,2017/1/29 19:04,B,非饮料,饼干糕点
6.0,86g合味道海鲜风味,2017/1/29 23:09,B,非饮料,方便速食
6.0,330ml伊利畅意乳酸菌原味,2017/1/30 00:05,B,饮料,乳制品
5.5,70g乐事薯片（原味）,2017/1/30 07:54,B,非饮料,膨化食品
10.0,225g味之不规则饼干芝士味,2017/1/30 09:43,B,非饮料,饼干糕点
6.0,红牛,2017/1/30 12:17,B,饮料,功能饮料
3.0,卫龙大面筋,2017/1/30 12:24,B,非饮料,肉干/豆制品/蛋
4.5,78g卫龙亲嘴语辣条,2017/1/30 13:03,B,非饮料,肉干/豆制品/蛋
6.0,160g盼盼手撕面包,2017/1/30 13:38,B,非饮料,饼干糕点
6.0,160g盼盼手撕面包,2017/1/30 13:56,B,非饮料,饼干糕点
2.0,5片装益达绿箭口香糖,2017/1/30 14:16,B,非饮料,糖果/巧克力
3.0,250ml维他柠檬茶,2017/1/30 14:23,B,饮料,茶饮料
2.0,怡宝纯净水,2017/1/30 14:23,B,饮料,水
1.5,鸭翅,2017/1/30 14:33,B,非饮料,肉干/豆制品/蛋
1.0,香豆干,2017/1/30 14:39,B,非饮料,肉干/豆制品/蛋
1.0,香豆干,2017/1/30 16:08,B,非饮料,肉干/豆制品/蛋
3.5,雪碧（500ml）,2017/1/30 16:09,B,饮料,碳酸饮料
1.5,40g双汇玉米热狗肠,2017/1/30 16:39,B,非饮料,肉干/豆制品/蛋
6.0,红牛,2017/1/30 20:50,B,饮料,功能饮料
2.0,怡宝纯净水,2017/1/30 21:07,B,饮料,水
1.0,香豆干,2017/1/30 21:50,B,非饮料,肉干/豆制品/蛋
2.5,30g无穷农场盐_鸡蛋,2017/1/30 22:40,B,非饮料,肉干/豆制品/蛋
1.5,40g双汇玉米热狗肠,2017/1/30 23:02,B,非饮料,肉干/豆制品/蛋
5.5,500ML宝矿力,2017/1/30 23:25,B,饮料,功能饮料
2.0,怡宝纯净水,2017/1/31 14:14,B,饮料,水
6.0,红牛,2017/1/31 14:42,B,饮料,功能饮料
6.0,红牛,2017/1/31 14:49,B,饮料,功能饮料
6.0,红牛,2017/1/31 15:02,B,饮料,功能饮料
3.5,东鹏特饮,2017/1/31 15:03,B,饮料,功能饮料
10.0,口味王槟榔（绿）,2017/1/31 15:29,B,非饮料,蜜饯/果干
3.5,东鹏特饮,2017/1/31 15:30,B,饮料,功能饮料
4.0,脉动,2017/1/31 15:59,B,饮料,功能饮料
3.0,卫龙大面筋,2017/1/31 16:07,B,非饮料,肉干/豆制品/蛋
4.5,好吃点,2017/1/31 16:09,B,非饮料,饼干糕点
3.0,统一冰红茶,2017/1/31 16:12,B,饮料,茶饮料
3.0,统一冰红茶,2017/1/31 16:13,B,饮料,茶饮料
2.0,怡宝纯净水,2017/1/31 16:33,B,饮料,水
3.5,王老吉（罐）,2017/1/31 17:21,B,饮料,茶饮料
3.0,熊字饼,2017/1/31 17:35,B,非饮料,饼干糕点
4.0,脉动,2017/1/31 17:39,B,饮料,功能饮料
4.0,王老吉（500ml）,2017/1/31 18:24,B,饮料,茶饮料
3.5,东鹏特饮,2017/1/31 18:40,B,饮料,功能饮料
4.0,脉动,2017/1/31 19:39,B,饮料,功能饮料
3.0,雪碧最新款,2017/1/31 20:05,B,饮料,碳酸饮料
1.0,香豆干,2017/1/31 20:21,B,非饮料,肉干/豆制品/蛋
2.0,怡宝纯净水,2017/1/31 20:22,B,饮料,水
1.5,香脆肠,2017/1/31 21:10,B,非饮料,肉干/豆制品/蛋
3.0,可口可乐330ml,2017/1/31 21:43,B,饮料,碳酸饮料
1.5,鸭翅,2017/1/31 21:52,B,非饮料,肉干/豆制品/蛋
1.5,香脆肠,2017/1/31 21:55,B,非饮料,肉干/豆制品/蛋
3.5,东鹏特饮,2017/1/31 22:39,B,饮料,功能饮料
1.5,鸭翅,2017/1/31 22:55,B,非饮料,肉干/豆制品/蛋
2.0,怡宝纯净水,2017/1/31 22:56,B,饮料,水
4.0,营养快线,2017/1/31 23:18,B,饮料,乳制品
1.0,香豆干,2017/1/31 23:25,B,非饮料,肉干/豆制品/蛋
3.5,东鹏特饮,2017/1/31 23:40,B,饮料,功能饮料
1.5,香脆肠,2017/1/31 23:46,B,非饮料,肉干/豆制品/蛋
3.5,东鹏特饮,2017/2/1 09:13,B,饮料,功能饮料
3.5,东鹏特饮,2017/2/1 14:09,B,饮料,功能饮料
3.5,东鹏特饮,2017/2/1 14:15,B,饮料,功能饮料
4.0,脉动,2017/2/1 14:28,B,饮料,功能饮料
2.0,怡宝纯净水,2017/2/1 14:29,B,饮料,水
2.5,雪碧330ml,2017/2/1 14:32,B,饮料,碳酸饮料
2.0,怡宝纯净水,2017/2/1 14:38,B,饮料,水
3.5,东鹏特饮,2017/2/1 15:57,B,饮料,功能饮料
3.5,东鹏特饮,2017/2/1 16:34,B,饮料,功能饮料
4.0,王老吉（500ml）,2017/2/1 16:48,B,饮料,茶饮料
2.5,怡宝纯净水,2017/2/1 16:49,B,饮料,水
4.0,银鹭八宝粥,2017/2/1 16:51,B,饮料,方便速食
4.0,银鹭八宝粥,2017/2/1 17:08,B,饮料,方便速食
2.5,怡宝纯净水,2017/2/1 17:12,B,饮料,水
3.5,东鹏特饮,2017/2/1 17:25,B,饮料,功能饮料
2.0,鸭翅,2017/2/1 17:53,B,非饮料,肉干/豆制品/蛋
2.0,怡宝纯净水,2017/2/1 22:42,B,饮料,水
4.0,王老吉（500ml）,2017/2/2 08:43,B,饮料,茶饮料
4.0,营养快线,2017/2/2 09:02,B,饮料,乳制品
2.0,怡宝纯净水,2017/2/2 09:04,B,饮料,水
3.5,东鹏特饮,2017/2/2 10:10,B,饮料,功能饮料
3.5,东鹏特饮,2017/2/2 10:18,B,饮料,功能饮料
2.0,怡宝纯净水,2017/2/2 10:47,B,饮料,水
4.0,营养快线,2017/2/2 10:54,B,饮料,乳制品
4.0,脉动,2017/2/2 12:28,B,饮料,功能饮料
1.5,鸭翅,2017/2/2 12:42,B,非饮料,肉干/豆制品/蛋
3.5,东鹏特饮,2017/2/2 12:43,B,饮料,功能饮料
3.0,印尼芝士威化饼干,2017/2/2 14:30,B,非饮料,饼干糕点
1.0,香豆干,2017/2/2 14:54,B,非饮料,肉干/豆制品/蛋
3.5,东鹏特饮,2017/2/2 19:13,B,饮料,功能饮料
2.5,怡宝纯净水,2017/2/2 20:14,B,饮料,水
2.0,怡宝纯净水,2017/2/2 21:01,B,饮料,水
2.5,怡宝纯净水,2017/2/2 22:42,B,饮料,水
6.0,红牛,2017/2/2 23:18,B,饮料,功能饮料
6.0,红牛,2017/2/2 23:48,B,饮料,功能饮料
4.0,营养快线,2017/2/3 11:41,B,饮料,乳制品
3.0,果粒橙,2017/2/3 11:48,B,饮料,果蔬饮料
3.0,果粒橙,2017/2/3 14:17,B,饮料,果蔬饮料
10.0,湘潭铺子(羽泉版),2017/2/3 14:20,B,非饮料,蜜饯/果干
2.0,怡宝纯净水,2017/2/3 14:55,B,饮料,水
1.0,手撕素肉排,2017/2/3 16:02,B,非饮料,肉干/豆制品/蛋
1.0,好吃点小饼干,2017/2/3 16:23,B,非饮料,饼干糕点
2.0,怡宝纯净水,2017/2/3 19:32,B,饮料,水
